,model,price,rating,rat1,rat2,processor,processor_core,ram,memory,gpu,resolution,os,warranty
75,Lenovo IdeaPad Gaming 3 82K201YAIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹55,990",68,0,0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
76,HP Omen 16-n0079AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹99,990",81,0,0,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB AMD Radeon RX 6650M,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
77,Lenovo E41-55 82FJ00AGIH Laptop (Athlon Gold 3150U/ 4GB/ 256GB SSD/ DOS),"₹21,990",0,0,38,AMD Athlon  3150U,"Dual Core, 4 Threads",4 GB DDR4 RAM,256 GB SSD,AMD Radeon RADEON,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
78,Asus Vivobook Pro 15 M6500IH-HN701WS Laptop (Ryzen 7-4800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹58,990",69,0,0,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650 Max Q,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
79,MSI Bravo 15 B5DD-410IN Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹49,990",65,0,0,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon RX 5500M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
80,Infinix INBook X1 Neo Laptop ( Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home),"₹20,990",0,47,0,Intel Celeron  N5100,Quad Core,4 GB LPDDR4X RAM,128 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
81,Asus VivoBook 15 X1500EA-EJ322WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,490",0,53,0,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4  RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
82,HP 15s-er1501AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹29,990",0,55,0,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
83,HP Victus 15-fa0165TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹64,999",73,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
84,Asus TUF Dash F15 2022 FX517ZC-HN083WS Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),"₹82,990",66,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
85,Dell G15-5525 Gaming Laptop (Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹72,559",65,0,0,6th Gen AMD Ryzen 5  6600H,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
86,MSI Katana GF66 11UE-861IN Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Home/ 6GB Graph),"₹79,990",74,0,0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
87,HP 15s- fr2512TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,990",0,47,0,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
88,HP Victus 16-e0650AX Gaming Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹61,990",74,0,0,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
89,Acer Aspire 5 A515-57G Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,999",67,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
90,MSI Gaming Crosshair 15 B12UEZ-677IN Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,12,990",84,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
91,Lenovo IdeaPad D330 82H0001YIN Laptop (Celeron N4020/ 4GB/ 128GB eMMC/ Win10),"₹20,990",0,50,0,Intel Celeron N4020 N4020 ,"Quad Core, 2 Threads",4 GB DDR4 RAM,128 GB Hard Disk,128 GB SSD,Intel UHD Graphics 600,"10.1 inches, 1200 x 800 pixels, Touch Screen",Windows 10 10 OS
92,Samsung Galaxy Book Go Laptop (Snapdragon 7c/ 4GB/ 128GB/ Win11 Home),"₹29,990",0,0,33,2nd Gen Qualcomm Snapdragon 7c,4 GB LPDDR4x  RAM,128 GB Hard Disk,Qualcomm Adreno,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,
93,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹46,990",65,0,0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
94,Dell Inspiron 3511 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹40,990",0,59,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.56 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
95,HP Pavilion 15-EC2146AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),"₹79,999",72,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
96,Jio JioBook NB1112MM Notebook (MediaTek MT8788/ 2GB/ 64GB eMMC/ Android 11),"₹21,999",0,0,20,MediaTek  MT8788  MT8788 ,Octa Core,2 GB  RAM,64 GB Hard Disk,Arm Mali-G72 MP3,"14 inches, 1366 x 768 pixels",Android 11 OS,1 Year Warranty
97,HP Victus 16-e0162AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),"₹53,990",65,0,0,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon RX 5500M,"16.1 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
98,Dell Latitude 3420 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Pro),"₹73,740",61,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1366 x 768 pixels",Windows 10  OS,1 Year Warranty
99,Lenovo V15 G3 82TTA01EIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),"₹36,200",0,48,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
100,HP 247 G8 ‎796Z3PA Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ DOS),"₹26,990",0,47,0,3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
101,Asus Vivobook 16 2023 M1605YA-MB541WS Laptop (Ryzen 5 7530U / 16GB/ 512GB SSD/ Win11 Home),"₹59,990",65,0,0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
102,HP 15s-eq2223AU Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹45,490",0,59,0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
103,MSI Titan GT77 HX 13VI-092IN Gaming Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Home/ 16GB Graph),"₹5,99,990",0,0,0,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64 GB DDR5 RAM,4 TB SSD,16 GB NVIDIA GeForce RTX 4090,"17.3 inches, 3840 x 2160 pixels",Windows 11 OS,2 Year Warranty
104,Lenovo ThinkPad E14 21EBS02M0 Laptop (Ryzen 5 5625U/ 8GB/ 512GB SSD/ Win11),"₹57,990",61,0,0,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8 GB DDR4  RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
105,MSI Modern 15 B7M-072IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),"₹50,990",0,55,0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB ‎DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
106,Infinix INBook Y1 Plus XL28 Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹30,490",0,55,0,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
107,HP Victus 15-fb0106AX Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",73,0,0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
108,Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),"₹39,990",0,54,0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
109,Infinix Zero Book Ultra Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),"₹89,990",71,0,0,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty,Backlit Keyboard
110,Apple MacBook Pro 14 inch Laptop (M2 Pro 10-core CPU/ 16GB/ 512GB SSD/ Mac OS/ 16-core GPU),"₹1,99,900",0,54,0,Apple M2 Pro M2 Pro,10 Cores,16 GB Unified Memory RAM,512 GB SSD,16-core GPU,"14.2 inches, 3024 x 1964 pixels",Mac OS,1 Year Warranty
111,Apple MacBook Air 2022 Laptop (Apple M2/ 16GB/ 256GB/ MacOS),"₹1,29,990",0,44,0,Apple M2 Apple M2 Chip,Octa Core,16 GB Unified Memory RAM,256 GB SSD,10-Core GPU,"13.6 inches, 2560 x 1664 pixels",Mac OS,1 Year Warranty
112,HP 15s- eq2212AU Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11 Home),"₹37,490",0,59,0,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
113,Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹55,990",72,0,0,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
114,Asus Vivobook S14 S3402ZA-LY522WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹66,990",66,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
115,Lenovo E41-55 82FJ00B5IH Laptop (Athlon 3050U/ 4GB/ 1TB HDD/ DOS),"₹19,999",0,47,0,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4 GB DDR4 RAM,1 TB Hard Disk,AMD Radeon AMD,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
116,MSI Katana GF66 12UC-632IN Gaming Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹72,990",73,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
117,Acer Aspire 7 A715-51G UN.QGCSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹73,990",76,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
118,Ultimus S152 NU15U2INC44VN-SG Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹19,990",0,50,0,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
119,Asus VivoBook 15 X1500EA-EJ701W Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹58,500",63,0,0,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
120,Asus VivoBook 14 X415EA-EK522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹45,990",65,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Intel UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
121,HP Victus 16-e0550AX Gaming Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹62,990",68,0,0,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon RX 5500M Graphics,"16 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
122,Lenovo V15 82KDA00XIH Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹38,370",0,55,0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
123,Infinix INBook X2 Plus XL25 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹48,990",0,59,0,11th Gen Intel Core i7 1195G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
124,Infinix INBook X2 Plus XL25 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),"₹39,990",0,49,0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
125,Lenovo IdeaPad 3 15ITL6 82H803DNIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹39,990",61,0,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
126,Lenovo E41-55 ‎82C700FNGE Laptop (Athlon Pro 3045B/ 4GB/ 1TB HDD/ Win11 Home),"₹19,999",0,42,0,AMD Athlon Pro 3045B,"Dual Core, 2 Threads",4 GB  RAM,1 TB Hard Disk,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
127,MSI Creator M16 A12UD-633IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹89,990",79,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"16 inches, 2560 x 1660 pixels",Windows 11 OS,2 Year Warranty
128,MSI Alpha 15 B5EEK-235IN Laptop (Ryzen 7 5800H /8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹72,990",75,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,8 GB AMD Radeon RX 6600M,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
129,Acer Aspire 7 A715-51G NH.QGCSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",74,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
130,Lenovo ThinkBook 15 21A4A08XIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/DOS),"₹36,500",0,56,0,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
131,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹44,990",61,0,0,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
132,Lenovo IdeaPad Slim 3 82KU017EIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹45,990",65,0,0,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
133,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹61,990",0,55,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
134,Dell Inspiron 3525 Laptop (AMD Ryzen3 5425U/ 8GB/ 512GB SSD/ Win11),"₹39,990",63,0,0,5th Gen AMD Ryzen 3 5425U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
135,Asus TUF Gaming F15 (2022) FX507ZE-HN038W Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 / 4GB Graph),"₹94,990",79,0,0,12th Gen Intel Core i7 12700H ,"14 Cores, 20 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050-Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
136,HP Pavilion 14-eh0024TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11),"₹93,990",74,0,0,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
137,HP Pavilion 14s- fy1003AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹48,990",0,57,0,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
138,HP Victus 16-E0301Ax Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹59,490",72,0,0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
139,HP 15s-eq1559AU Laptop (AMD Athlon Silver 3050U/ 8GB/ 512GB/ Win11),"₹32,399",0,57,0,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
140,HP 15s-FR2511TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹40,450",60,0,0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
141,Dell G15-5525 Gaming Laptop (Ryzen 5 6600H/  8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,490",67,0,0,6th Gen AMD Ryzen 5  6600H,"Hexa Core, 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
142,Asus TUF Gaming A17 FA706IHRB-HX041W Gaming Laptop (AMD Ryzen 5 4600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹53,990",67,0,0,4th Gen AMD Ryzen 5  4600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
143,Lenovo IdeaPad Slim 1 82R10049IN Laptop (AMD Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home),"₹35,398",0,57,0,3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
144,Acer Aspire 7 A715-75G NH.QGBSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹56,990",69,0,0,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
145,Asus TUF Dash F15 2022 FX517ZC-HN035WS Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹73,990",71,0,0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
146,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),"₹62,990",72,0,0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Vega 7,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
147,HP Pavilion 14-dv2041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),"₹71,490",62,0,0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
148,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),"₹1,35,990",0,45,0,Apple M2 Apple M2 Chip,Octa Core,8 GB  RAM,512 GB SSD,10 Core GPU,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
149,Dell Inspiron 5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹79,990",73,0,0,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
